"AGE","SEXE","TAUX","SITUATIONFAMILIALE","NBENFANTSACHARGE","DEUXIEMEVOITURE","IMMATRICULATION"
36,"F",555,"En Couple",1,"0","6646 EL 24"
65,"M",848,"En Couple",2,"0","908 OH 17"
37,"M",797,"Celibataire",0,"0","440 JZ 58"
22,"M",1396,"En Couple",4,"1","7031 CB 35"
29,"F",753,"En Couple",4,"0","4262 SJ 32"
74,"M",865,"Celibataire",3,"0","6291 AR 81"
22,"F",1097,"En Couple",1,"0","8251 QU 67"
34,"F",1109,"Celibataire",0,"0","1757 TZ 51"
82,"M",822,"En Couple",0,"0","3134 LS 76"
80,"M",595,"Celibataire",0,"0","3687 IZ 20"
26,"M",1382,"En Couple",2,"0","6640 MA 35"
37,"M",597,"En Couple",1,"1","8824 HW 10"
28,"F",714,"Celibataire",0,"0","4526 NI 47"
44,"F",576,"Celibataire",0,"0","3276 SE 87"
34,"M",803,"En Couple",3,"0","1673 IY 21"
24,"F",581,"Celibataire",1,"0","9220 PR 20"
30,"M",1019,"En Couple",0,"0","386 VQ 50"
41,"F",1197,"En Couple",0,"1","1921 KP 74"
27,"M",744,"En Couple",1,"1","6087 UP 80"
82,"M",789,"Celibataire",0,"0","4790 AE 74"
45,"M",578,"Celibataire",2,"0","6081 IU 32"
29,"M",1216,"En Couple",0,"0","3609 OR 44"
34,"M",1222,"En Couple",0,"0","6973 JQ 83"
43,"M",586,"En Couple",1,"0","8958 TU 91"
40,"M",739,"Celibataire",0,"0","6631 DK 40"
68,"M",588,"En Couple",1,"0","4460 GI 40"
81,"M",719,"En Couple",3,"0","7314 VG 11"
22,"M",585,"Celibataire",0,"0","5550 XG 34"
35,"F",1296,"En Couple",2,"0","6981 TS 31"
65,"F",1126,"En Couple",0,"0","4017 WT 63"
42,"M",1000,"En Couple",2,"0","9666 WA 10"
25,"F",721,"Celibataire",0,"0","3417 HX 82"
64,"M",1264,"Celibataire",0,"0","7595 NR 68"
24,"M",722,"En Couple",1,"1","6313 HB 88"
36,"M",956,"En Couple",3,"0","9635 QB 58"
20,"M",560,"En Couple",2,"0","6908 GN 84"
83,"M",597,"Celibataire",0,"0","541 NR 63"
50,"M",744,"Celibataire",0,"0","5941 DW 18"
41,"M",596,"Celibataire",0,"0","8899 HI 40"
25,"F",914,"En Couple",0,"0","7983 VO 46"
26,"M",1394,"Celibataire",0,"0","1306 VL 75"
36,"F",727,"Celibataire",0,"0","7775 GA 80"
53,"F",1207,"Celibataire",1,"0","2738 IN 61"
57,"M",876,"En Couple",4,"0","1757 WF 44"
54,"M",1049,"Celibataire",0,"0","1839 TX 75"
73,"M",571,"En Couple",0,"0","6735 FN 22"
54,"M",1342,"En Couple",3,"0","7688 DF 57"
28,"F",880,"En Couple",1,"0","1691 VQ 98"
43,"F",962,"Celibataire",0,"0","3256 NC 93"
24,"F",1238,"Celibataire",0,"0","2538 DY 85"
24,"F",1331,"En Couple",2,"0","183 VO 21"
38,"M",570,"En Couple",0,"0","9522 IK 65"
57,"M",581,"Celibataire",0,"0","1032 RG 80"
43,"M",999,"En Couple",0,"0","896 DV 54"
29,"M",575,"Celibataire",2,"0","7093 SA 26"
30,"M",757,"En Couple",0,"0","5036 OZ 29"
49,"M",1081,"Celibataire",0,"0","4783 CJ 15"
28,"M",595,"En Couple",4,"0","9718 LT 83"
35,"M",968,"En Couple",4,"0","9508 PF 43"
79,"M",748,"En Couple",4,"1","5232 VC 90"
79,"F",1244,"En Couple",1,"0","5812 ZD 42"
35,"F",573,"En Couple",4,"0","141 LR 94"
61,"M",579,"Celibataire",0,"0","9099 GW 71"
77,"M",553,"En Couple",2,"0","8808 PE 87"
21,"M",737,"Celibataire",0,"0","7178 WX 81"
50,"M",554,"En Couple",4,"1","8231 QW 97"
77,"M",586,"Celibataire",0,"0","21 MK 70"
56,"M",881,"En Couple",3,"0","2963 VW 79"
18,"M",1396,"Celibataire",1,"0","3638 CS 14"
76,"M",563,"Celibataire",0,"0","3405 JG 14"
49,"M",802,"Celibataire",0,"0","7554 KS 43"
61,"F",596,"Celibataire",0,"0","8551 JC 46"
33,"M",1214,"En Couple",4,"0","103 HC 21"
51,"F",994,"En Couple",4,"0","3571 FV 28"
67,"M",873,"En Couple",3,"0","7311 AS 11"
69,"M",1026,"Celibataire",0,"0","2318 OS 84"
36,"M",1258,"En Couple",2,"0","4762 JK 10"
38,"F",1090,"En Couple",1,"0","3210 GJ 89"
78,"F",572,"Celibataire",0,"0","1901 UW 74"
60,"F",1048,"En Couple",0,"0","8296 WJ 96"
51,"M",777,"En Couple",4,"0","6353 MZ 41"
49,"F",859,"En Couple",3,"1","642 NF 39"
83,"F",1347,"Celibataire",0,"0","6224 FE 45"
26,"M",544,"En Couple",2,"0","7982 BA 76"
51,"M",556,"En Couple",0,"0","6153 XY 94"
53,"M",729,"En Couple",2,"1","1799 VH 48"
33,"F",985,"Celibataire",0,"0","336 XM 45"
55,"F",942,"En Couple",3,"1","1980 CQ 81"
19,"M",576,"En Couple",1,"0","9245 XP 92"
42,"F",986,"En Couple",3,"0","208 ZW 81"
76,"F",707,"En Couple",4,"0","6003 QS 58"
30,"M",987,"En Couple",0,"0","148 PB 53"
23,"F",1037,"Celibataire",3,"0","620 PB 59"
60,"M",598,"En Couple",1,"0","5770 YW 42"
63,"F",1049,"En Couple",2,"0","766 GW 73"
45,"F",572,"En Couple",1,"0","5840 DQ 51"
79,"M",1106,"En Couple",1,"0","2579 WR 38"
53,"F",1091,"En Couple",0,"0","2542 TI 65"
26,"F",561,"Celibataire",0,"0","2964 EG 92"
20,"M",1354,"En Couple",3,"1","9841 QB 92"
63,"M",942,"En Couple",1,"0","5529 RX 23"
28,"M",1054,"Celibataire",2,"0","1607 IM 66"
58,"M",782,"Celibataire",0,"0","5124 JU 83"
39,"M",723,"En Couple",0,"0","7385 NE 93"
26,"M",1324,"Celibataire",0,"0","8875 IX 87"
27,"M",1005,"Celibataire",0,"0","2320 WU 77"
28,"F",846,"En Couple",1,"0","1729 BS 10"
22,"M",1044,"En Couple",4,"0","9682 WZ 87"
43,"M",596,"En Couple",2,"1","5336 EK 81"
49,"F",988,"En Couple",4,"0","9393 VP 35"
45,"M",553,"Celibataire",0,"0","360 MF 68"
54,"F",1061,"Celibataire",0,"0","9991 UR 98"
45,"F",549,"En Couple",0,"0","9734 QU 58"
70,"M",547,"En Couple",3,"0","5450 VY 41"
27,"M",845,"En Couple",2,"0","4704 AD 98"
38,"M",563,"En Couple",1,"0","8467 TK 94"
18,"M",986,"En Couple",4,"0","9450 EN 55"
23,"F",556,"En Couple",0,"1","6880 AM 72"
20,"M",942,"En Couple",4,"0","4656 ZO 24"
51,"F",1072,"En Couple",0,"0","3640 QM 87"
25,"M",771,"Celibataire",0,"0","6509 AH 49"
37,"F",1144,"Celibataire",3,"0","9579 MI 54"
33,"M",1288,"En Couple",0,"0","5279 QE 10"
50,"M",1305,"En Couple",2,"0","3386 MH 70"
27,"F",837,"En Couple",0,"0","9500 FO 11"
59,"F",882,"En Couple",0,"0","200 SE 54"
22,"M",962,"En Couple",1,"0","6738 SQ 75"
26,"F",842,"Celibataire",0,"0","3630 MC 83"
43,"F",1017,"Celibataire",0,"0","3431 BL 46"
18,"M",580,"En Couple",0,"1","1194 RM 57"
68,"M",577,"En Couple",4,"0","1663 OZ 33"
52,"M",783,"En Couple",1,"0","3262 WM 96"
45,"F",1281,"Celibataire",0,"0","1041 KI 85"
26,"F",1034,"En Couple",0,"0","7630 IT 45"
25,"M",1340,"Celibataire",0,"0","5822 DF 12"
46,"M",1357,"En Couple",1,"0","1240 LX 85"
18,"M",1040,"Celibataire",1,"0","678 CT 71"
22,"F",1378,"En Couple",0,"0","8379 OV 83"
21,"F",946,"En Couple",1,"0","8419 DI 45"
47,"F",915,"Celibataire",0,"0","4606 IO 37"
42,"M",959,"Celibataire",0,"0","4772 SV 86"
54,"F",983,"Celibataire",0,"0","4329 QG 36"
49,"M",1225,"Celibataire",0,"0","3579 IR 97"
67,"F",1307,"Celibataire",0,"0","4728 VE 82"
68,"M",1320,"En Couple",3,"0","2930 YB 94"
31,"M",1148,"Celibataire",0,"0","9673 ZS 18"
28,"F",1393,"Celibataire",0,"0","6906 QO 45"
45,"M",1342,"Celibataire",0,"0","2877 OE 38"
19,"F",954,"En Couple",4,"0","6750 DN 70"
43,"M",833,"En Couple",3,"0","9898 HG 38"
72,"M",1300,"En Couple",3,"0","3520 GK 28"
20,"F",819,"Celibataire",0,"0","2151 TU 68"
49,"M",835,"En Couple",2,"0","5166 GC 51"
72,"M",561,"En Couple",1,"1","539 GQ 72"
45,"M",576,"En Couple",4,"0","4301 CF 98"
18,"M",577,"Celibataire",0,"0","7207 PO 27"
45,"M",869,"Celibataire",0,"0","2182 EA 43"
35,"M",555,"En Couple",3,"0","8151 LF 28"
20,"F",1311,"En Couple",0,"0","5785 SA 79"
45,"F",558,"En Couple",1,"0","2982 BG 25"
46,"M",1030,"En Couple",1,"0","3935 PZ 69"
32,"M",817,"Celibataire",0,"0","3554 RL 42"
49,"M",1333,"Celibataire",0,"0","8967 NB 41"
45,"M",560,"En Couple",4,"0","2127 YM 62"
20,"M",574,"En Couple",1,"1","5457 JH 66"
23,"M",568,"En Couple",4,"0","1782 NC 20"
55,"M",561,"Celibataire",0,"0","4347 HJ 47"
54,"F",591,"Celibataire",0,"0","5941 ZO 56"
74,"F",1045,"En Couple",3,"1","9142 DH 69"
71,"M",1309,"En Couple",1,"1","9966 RU 96"
64,"F",1152,"Celibataire",0,"0","1753 ZK 78"
45,"M",1005,"Celibataire",3,"0","6652 NJ 39"
62,"M",1077,"Celibataire",0,"0","1225 DQ 10"
63,"M",1261,"En Couple",0,"0","8130 JB 67"
38,"M",753,"Celibataire",0,"0","2193 CX 74"
83,"F",1103,"En Couple",3,"0","1915 DD 68"
57,"M",593,"En Couple",0,"0","1534 VG 69"
49,"F",1262,"En Couple",1,"0","2429 AI 36"
24,"M",993,"En Couple",2,"0","4637 ST 81"
41,"M",837,"En Couple",2,"0","2342 WY 56"
29,"M",584,"En Couple",1,"0","9154 IU 47"
18,"M",1322,"En Couple",4,"0","4833 QC 78"
54,"M",1124,"En Couple",2,"0","4926 HB 82"
42,"M",1144,"En Couple",0,"0","54 MC 58"
26,"M",1388,"En Couple",2,"0","7973 LI 54"
42,"M",789,"En Couple",3,"0","6403 XH 30"
45,"F",971,"Celibataire",1,"0","5854 JA 39"
20,"M",1360,"En Couple",0,"0","8307 NS 20"
27,"M",1050,"En Couple",2,"0","6265 PR 82"
32,"F",824,"En Couple",0,"0","3116 PA 30"
21,"F",1230,"En Couple",0,"0","1936 UG 39"
22,"M",727,"En Couple",2,"0","6671 HT 98"
50,"M",550,"Celibataire",0,"0","4180 MN 98"
80,"F",967,"Celibataire",0,"0","9289 MC 77"
31,"M",1031,"En Couple",3,"0","7884 UH 33"
23,"F",1077,"Celibataire",0,"0","5984 QB 86"
51,"M",1111,"En Couple",2,"0","4548 UU 97"
27,"M",1242,"En Couple",0,"0","1367 XB 80"
35,"M",1094,"En Couple",1,"0","9071 HY 88"
60,"F",798,"En Couple",2,"0","3889 IY 57"
40,"M",745,"En Couple",2,"0","6148 RN 74"
66,"M",1196,"Celibataire",0,"0","9429 OD 79"
66,"F",567,"En Couple",3,"1","6276 GF 57"
42,"M",1121,"En Couple",1,"1","8409 DL 18"
32,"M",581,"En Couple",4,"0","3100 CW 64"
23,"M",1048,"Celibataire",0,"0","9956 MW 53"
30,"M",547,"En Couple",0,"0","2907 CC 63"
47,"F",944,"Celibataire",3,"0","2728 YS 75"
62,"M",757,"Celibataire",0,"0","5963 JY 59"
55,"M",578,"Celibataire",0,"0","4544 XZ 91"
73,"F",565,"En Couple",2,"0","1022 JJ 38"
20,"M",1088,"En Couple",0,"0","1026 OT 57"
39,"M",1283,"Celibataire",2,"0","1330 RC 15"
36,"F",1028,"En Couple",1,"0","1766 PU 46"
54,"M",589,"Celibataire",1,"0","7441 VJ 92"
40,"M",1320,"En Couple",1,"0","4550 AL 78"
81,"F",846,"En Couple",3,"0","2930 HH 91"
33,"M",1279,"En Couple",4,"0","9359 PI 84"
18,"M",1298,"En Couple",0,"0","349 HZ 51"
37,"M",560,"Celibataire",0,"0","223 RU 41"
39,"M",855,"En Couple",3,"0","5823 PW 52"
28,"F",1154,"En Couple",0,"0","1998 MR 61"
26,"F",1165,"Celibataire",0,"0","7833 VI 86"
36,"F",1295,"En Couple",2,"0","1620 ZU 70"
59,"M",839,"En Couple",1,"0","3420 WL 77"
19,"M",547,"En Couple",0,"0","4789 XP 90"
30,"F",551,"En Couple",1,"0","9825 AN 30"
27,"F",1216,"Celibataire",0,"0","7837 YS 79"
77,"F",1238,"En Couple",0,"0","9049 DX 41"
42,"F",703,"Celibataire",0,"0","1081 XZ 20"
46,"M",571,"Celibataire",1,"0","7712 JS 61"
43,"M",1204,"En Couple",0,"0","9872 OU 13"
45,"M",900,"En Couple",2,"0","5432 MN 85"
57,"M",550,"En Couple",0,"0","6915 OR 53"
31,"M",1062,"En Couple",0,"0","3972 LL 20"
63,"F",544,"Celibataire",0,"0","5391 MB 62"
54,"M",1327,"En Couple",3,"1","2784 DE 18"
21,"M",598,"Celibataire",0,"0","4610 QB 90"
30,"M",550,"Celibataire",0,"0","5226 IT 40"
23,"M",1328,"En Couple",0,"0","8689 RC 93"
45,"M",582,"Celibataire",3,"0","9260 IP 73"
21,"F",1226,"En Couple",3,"0","8026 BC 65"
67,"M",942,"Celibataire",0,"0","779 UT 23"
27,"M",1213,"En Couple",0,"0","9296 HR 36"
29,"F",1123,"En Couple",4,"0","8686 LI 96"
35,"F",551,"Celibataire",1,"0","9105 QV 19"
53,"M",1114,"En Couple",3,"0","3096 TC 10"
43,"F",1313,"En Couple",1,"0","4955 RH 21"
84,"M",811,"Celibataire",0,"0","4513 UQ 26"
27,"M",987,"En Couple",1,"0","2105 UE 80"
39,"F",553,"En Couple",2,"0","6437 VW 21"
48,"M",586,"En Couple",0,"0","5527 EZ 53"
21,"M",594,"En Couple",0,"1","9787 IX 56"
55,"M",719,"Celibataire",0,"0","290 CC 85"
52,"F",1397,"En Couple",0,"0","9025 FH 39"
20,"F",1074,"En Couple",3,"0","3859 AV 49"
30,"M",987,"Celibataire",0,"0","3954 GL 72"
19,"F",753,"En Couple",4,"0","2532 LT 97"
45,"M",1286,"En Couple",2,"1","683 DS 33"
26,"M",1267,"En Couple",0,"1","3993 OT 65"
77,"F",547,"Celibataire",0,"0","2673 IL 74"
20,"F",1020,"En Couple",0,"0","2941 LQ 87"
56,"M",599,"Celibataire",0,"0","3889 TO 86"
60,"M",989,"En Couple",1,"0","3462 BV 46"
24,"M",1002,"Celibataire",0,"0","7653 EH 38"
36,"M",575,"En Couple",0,"0","4285 ET 39"
33,"M",1022,"En Couple",3,"0","7852 ZL 63"
21,"M",1052,"En Couple",0,"0","3746 LG 59"
54,"F",1164,"En Couple",2,"0","377 SA 30"
27,"M",775,"Celibataire",0,"0","9167 ZH 43"
43,"M",1279,"En Couple",1,"1","6806 PB 89"
29,"M",544,"En Couple",0,"1","5205 CJ 46"
26,"M",935,"En Couple",4,"0","9616 MB 47"
83,"M",597,"Celibataire",0,"0","9700 RK 73"
38,"M",971,"En Couple",4,"0","9486 NK 73"
83,"M",587,"Celibataire",0,"0","851 TK 84"
41,"M",1092,"En Couple",3,"0","3316 TW 22"
29,"M",580,"Celibataire",3,"0","3959 LR 96"
27,"M",1002,"Celibataire",0,"0","532 LT 34"
41,"M",916,"En Couple",4,"0","6753 FT 31"
30,"M",1131,"En Couple",2,"1","9510 DI 55"
50,"M",581,"En Couple",3,"0","3089 AA 74"
24,"M",1144,"En Couple",0,"0","6297 AP 19"
50,"M",564,"En Couple",2,"0","391 JN 63"
23,"M",566,"En Couple",0,"1","1408 EV 94"
54,"M",950,"Celibataire",3,"0","6821 ZW 29"
28,"M",581,"En Couple",3,"0","9004 KM 87"
40,"F",1113,"En Couple",3,"0","6293 IO 55"
51,"M",751,"En Couple",0,"0","578 DZ 34"
53,"M",727,"Celibataire",3,"0","4708 PF 43"
63,"M",978,"En Couple",1,"1","5348 XG 57"
30,"M",579,"Celibataire",0,"0","4424 SB 51"
18,"M",1283,"En Couple",2,"0","6406 WM 94"
27,"F",885,"Celibataire",0,"0","796 ZR 25"
18,"F",775,"Celibataire",0,"0","8432 SL 67"
51,"M",943,"En Couple",0,"0","624 FX 12"
28,"M",1181,"Celibataire",0,"0","4302 NF 41"
24,"M",1354,"En Couple",1,"0","9669 CO 97"
56,"F",594,"Celibataire",0,"0","2094 FL 78"
47,"M",1390,"En Couple",2,"0","8977 UR 19"
23,"M",1099,"En Couple",2,"0","9091 ML 86"
40,"M",565,"Celibataire",0,"0","1352 MB 93"
21,"F",899,"En Couple",3,"0","7529 CD 13"
54,"F",1232,"Celibataire",0,"0","5920 WQ 16"
39,"F",1202,"En Couple",3,"0","9513 CG 48"
55,"M",1272,"En Couple",3,"1","3974 AL 22"
74,"M",1251,"En Couple",4,"1","5729 FU 93"
82,"M",794,"En Couple",4,"0","2561 WH 54"
52,"F",1149,"En Couple",2,"0","661 RF 72"
58,"F",946,"En Couple",3,"0","5010 RM 37"
68,"F",552,"En Couple",2,"0","3319 YU 76"
49,"M",1307,"En Couple",1,"1","2839 WW 19"
32,"F",590,"En Couple",2,"0","5124 VF 74"
55,"M",574,"En Couple",1,"0","1688 DV 62"
52,"F",1085,"Celibataire",0,"0","7836 UJ 86"
18,"M",1317,"Celibataire",0,"0","9007 MR 39"
34,"M",801,"Celibataire",0,"0","6187 AK 13"
51,"M",589,"En Couple",0,"0","7708 HM 52"
27,"M",568,"En Couple",2,"1","6414 NT 75"
46,"M",1025,"En Couple",1,"1","2699 CW 25"
18,"F",599,"Celibataire",3,"0","4512 XU 26"
28,"M",1189,"En Couple",1,"0","4035 HG 69"
78,"M",718,"En Couple",3,"0","6461 ZR 46"
38,"M",768,"Celibataire",0,"0","84 LV 12"
70,"M",1097,"En Couple",2,"0","3845 IZ 71"
34,"M",594,"Celibataire",2,"0","4622 XV 66"
41,"M",1108,"En Couple",1,"0","6791 SC 15"
49,"M",1248,"En Couple",2,"1","7740 PE 87"
20,"M",712,"En Couple",2,"1","3058 RT 95"
29,"F",1325,"Celibataire",2,"0","3348 AF 75"
30,"M",551,"Celibataire",0,"0","4044 QQ 84"
26,"M",1302,"En Couple",4,"0","9656 LY 18"
34,"F",574,"En Couple",1,"0","9597 PX 85"
58,"M",912,"Celibataire",0,"0","5489 OL 27"
34,"M",563,"En Couple",3,"0","1764 RK 92"
70,"M",558,"En Couple",1,"0","6836 QN 53"
26,"M",928,"Celibataire",0,"0","323 MP 15"
80,"M",572,"Celibataire",0,"0","7444 MC 91"
18,"M",1172,"En Couple",0,"0","4218 EP 60"
42,"M",583,"En Couple",0,"1","3751 IB 96"
45,"M",879,"En Couple",3,"0","4639 VW 61"
25,"M",1020,"En Couple",1,"1","3074 LW 15"
83,"M",717,"En Couple",3,"1","9256 MD 17"
79,"F",978,"Celibataire",0,"0","2989 UU 88"
45,"M",887,"Celibataire",0,"0","6477 IL 48"
44,"M",806,"Celibataire",0,"0","7285 XR 92"
41,"M",1250,"En Couple",4,"0","2522 ZM 36"
43,"M",1184,"En Couple",0,"0","9137 CX 49"
34,"M",991,"Celibataire",0,"0","611 FV 42"
40,"M",547,"En Couple",1,"0","8616 LN 42"
77,"F",861,"Celibataire",0,"0","1696 SS 23"
39,"M",1170,"En Couple",0,"0","8274 KX 54"
24,"M",1041,"En Couple",2,"1","8607 QW 71"
77,"M",1276,"En Couple",4,"0","4801 SK 22"
58,"F",568,"En Couple",3,"0","7007 VI 71"
65,"M",1008,"En Couple",1,"0","3764 XE 37"
63,"F",573,"Celibataire",2,"0","4292 MT 96"
45,"M",868,"Celibataire",0,"0","6522 AM 63"
54,"M",867,"En Couple",1,"0","4251 GH 49"
27,"F",825,"En Couple",2,"0","8713 WX 93"
35,"F",823,"Celibataire",0,"0","969 ZG 83"
38,"F",956,"En Couple",0,"0","9720 OW 41"
28,"M",1212,"En Couple",1,"1","1078 QV 96"
40,"M",547,"En Couple",1,"0","4929 WG 53"
32,"F",1199,"Celibataire",0,"0","205 FH 29"
78,"F",556,"En Couple",4,"0","9618 NP 90"
47,"F",1265,"En Couple",0,"1","1006 FI 65"
28,"M",1109,"En Couple",1,"0","5051 MU 61"
77,"M",1100,"Celibataire",0,"0","7923 DM 88"
39,"M",945,"En Couple",2,"1","1234 TL 47"
47,"M",1077,"En Couple",1,"1","8886 DQ 64"
55,"F",548,"En Couple",0,"0","8556 FN 21"
78,"F",1071,"En Couple",2,"0","6977 JZ 10"
21,"M",1363,"En Couple",0,"0","8140 KK 82"
37,"M",843,"En Couple",4,"0","2689 PV 52"
33,"M",1157,"Celibataire",0,"0","9497 OJ 60"
40,"F",868,"Celibataire",0,"0","2123 LP 97"
72,"F",588,"En Couple",3,"0","9884 OL 39"
53,"F",850,"En Couple",0,"0","9709 EE 83"
19,"M",577,"En Couple",2,"0","841 HT 69"
19,"M",1322,"En Couple",0,"0","281 BD 77"
53,"F",571,"En Couple",1,"1","9612 ED 67"
52,"F",1183,"En Couple",2,"0","1839 RT 56"
79,"M",1028,"Celibataire",0,"0","8868 ME 60"
46,"M",1058,"Celibataire",1,"0","6702 IS 71"
68,"M",555,"En Couple",1,"0","4348 QO 60"
55,"F",726,"En Couple",0,"0","9743 RD 38"
75,"F",747,"En Couple",1,"0","289 HH 73"
69,"M",1068,"En Couple",1,"0","1387 SB 24"
59,"M",845,"Celibataire",0,"0","118 UU 81"
74,"M",1389,"Celibataire",2,"0","23 ZU 26"
33,"M",1212,"En Couple",1,"0","1143 HN 27"
63,"F",888,"En Couple",1,"0","7709 NH 61"
19,"F",595,"En Couple",2,"1","1356 QD 28"
47,"M",972,"En Couple",1,"0","9501 WP 18"
57,"M",788,"Celibataire",1,"0","9945 TX 59"
39,"M",594,"En Couple",1,"0","6778 CT 33"
28,"F",561,"En Couple",1,"0","8140 QV 49"
42,"M",840,"Celibataire",0,"0","1961 VW 72"
33,"M",576,"Celibataire",0,"0","9433 LO 71"
22,"F",913,"En Couple",4,"0","5809 YN 78"
20,"M",564,"En Couple",2,"0","5450 IV 70"
69,"F",559,"En Couple",3,"0","4836 KH 98"
26,"M",1128,"En Couple",2,"0","3888 CQ 67"
28,"M",1361,"Celibataire",0,"0","8132 AT 70"
52,"M",566,"En Couple",0,"0","9943 JZ 11"
34,"M",1274,"En Couple",2,"0","3949 UC 71"
24,"M",1151,"En Couple",3,"1","5583 GK 22"
25,"M",583,"En Couple",3,"0","379 YP 56"
39,"M",1092,"Celibataire",0,"0","2330 DX 95"
18,"M",579,"En Couple",4,"1","4450 AQ 65"
74,"F",935,"En Couple",2,"0","3073 BL 98"
19,"M",584,"Celibataire",0,"0","305 XB 63"
77,"F",1202,"Celibataire",0,"0","6152 ZS 47"
72,"M",713,"Celibataire",0,"0","6821 XF 98"
82,"F",1123,"En Couple",3,"0","4241 JW 27"
35,"M",1096,"En Couple",4,"1","2420 OC 58"
64,"M",585,"Celibataire",0,"0","8439 TJ 18"
58,"F",591,"En Couple",2,"0","3929 NO 13"
59,"M",1133,"Celibataire",3,"0","4088 BQ 62"
78,"F",549,"En Couple",2,"0","3791 CS 89"
27,"F",1365,"Celibataire",0,"0","2961 YC 82"
49,"M",588,"En Couple",4,"0","8375 IV 53"
26,"F",1355,"En Couple",2,"0","8585 GE 12"
41,"F",965,"En Couple",4,"1","2377 IO 17"
78,"M",738,"En Couple",4,"0","2010 ES 30"
35,"M",589,"En Couple",4,"0","6803 JN 89"
44,"M",1215,"Celibataire",0,"0","5453 TC 26"
76,"M",572,"En Couple",0,"0","3188 LD 62"
25,"M",950,"En Couple",2,"0","5913 XG 43"
22,"F",1101,"Celibataire",0,"0","5173 RI 56"
34,"M",794,"En Couple",2,"0","3684 NF 52"
74,"F",752,"En Couple",4,"0","9466 JV 82"
29,"M",983,"En Couple",3,"1","6854 BG 80"
37,"M",1256,"En Couple",0,"0","6479 IZ 62"
61,"M",806,"En Couple",4,"0","5661 RO 85"
71,"F",920,"En Couple",1,"0","842 PC 91"
39,"M",1362,"En Couple",0,"0","9124 VH 14"
23,"F",1155,"En Couple",0,"0","2145 EZ 54"
29,"M",751,"Celibataire",3,"0","2244 VF 37"
76,"F",1157,"En Couple",1,"0","8099 JE 18"
22,"M",562,"Celibataire",0,"0","4399 UK 28"
57,"M",1273,"En Couple",0,"0","6422 RN 13"
34,"M",572,"Celibataire",2,"0","433 RH 89"
20,"M",544,"En Couple",1,"0","3829 VL 56"
19,"M",866,"Celibataire",1,"0","6398 TE 50"
54,"M",1255,"Celibataire",0,"0","917 EX 64"
80,"F",551,"En Couple",4,"0","6499 SN 88"
28,"F",1337,"En Couple",0,"1","7187 ZU 58"
52,"M",588,"En Couple",4,"0","4899 JM 78"
22,"M",859,"En Couple",1,"1","2363 MX 29"
27,"M",1185,"En Couple",1,"0","3052 TG 39"
53,"M",1321,"Celibataire",0,"0","5906 KK 64"
24,"F",1367,"En Couple",0,"0","2764 VB 65"
29,"M",1021,"En Couple",4,"0","1156 HT 44"
38,"M",732,"En Couple",0,"0","6481 OW 94"
63,"F",873,"En Couple",2,"0","2012 XQ 55"
29,"M",1259,"Celibataire",0,"0","6852 TG 95"
46,"F",946,"En Couple",4,"0","6433 AN 45"
42,"M",1156,"Celibataire",0,"0","7859 TV 18"
26,"M",593,"Celibataire",0,"0","832 WP 92"
45,"F",1048,"Celibataire",0,"0","9726 DS 59"
29,"F",1336,"En Couple",4,"0","4067 CQ 11"
23,"M",567,"En Couple",2,"0","8236 WA 65"
25,"M",911,"En Couple",2,"0","6993 RO 87"
66,"M",566,"Celibataire",0,"0","3086 NM 18"
51,"M",1298,"En Couple",4,"0","6213 DO 78"
30,"M",1082,"Celibataire",0,"0","2789 UA 91"
57,"F",545,"En Couple",4,"0","9184 EH 90"
40,"M",1148,"Celibataire",0,"0","9640 EY 43"
36,"F",1028,"Celibataire",0,"0","500 GF 75"
45,"M",909,"Celibataire",0,"0","7566 JA 12"
45,"M",579,"En Couple",2,"0","6031 ON 78"
55,"M",800,"Celibataire",0,"0","6323 AG 17"
61,"M",888,"En Couple",0,"1","4757 SP 58"
54,"M",903,"En Couple",0,"0","6213 FZ 49"
79,"M",985,"Celibataire",0,"0","9681 UF 38"
30,"F",1387,"En Couple",2,"0","9770 LV 18"
28,"M",573,"En Couple",2,"0","9062 WA 23"
32,"M",1122,"Celibataire",0,"0","3705 XN 69"
72,"M",1011,"En Couple",4,"1","6157 HT 83"
68,"M",1163,"Celibataire",0,"0","534 HR 29"
37,"M",1118,"En Couple",4,"0","6343 UV 30"
39,"M",549,"En Couple",4,"0","1607 BY 44"
55,"M",933,"Celibataire",0,"0","9073 WP 75"
51,"M",741,"Celibataire",1,"0","3426 JL 46"
47,"M",578,"Celibataire",0,"0","6384 OL 86"
31,"M",916,"Celibataire",0,"0","4221 FK 41"
29,"M",594,"En Couple",4,"0","2490 SL 91"
24,"F",1055,"Celibataire",0,"0","779 KL 32"
40,"M",1262,"Celibataire",0,"0","9730 PH 35"
49,"M",895,"En Couple",1,"0","2841 LO 77"
25,"M",1181,"En Couple",2,"0","807 MA 12"
79,"F",573,"En Couple",1,"1","1458 DS 17"
19,"M",1228,"En Couple",2,"1","497 PN 40"
68,"M",566,"Celibataire",0,"0","131 JU 19"
61,"M",967,"Celibataire",0,"0","8916 SX 43"
43,"M",551,"Celibataire",0,"0","8192 CY 94"
55,"M",563,"Celibataire",0,"0","2615 IZ 12"
26,"M",1128,"En Couple",4,"1","3434 OC 26"
56,"M",969,"En Couple",1,"0","9800 LX 60"
